userId,name,email,password,userType,departmentId,idNumber,approved,decorationType
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
,GUEST,hi!,hi!,STUDENT,FACULTY,,NOT_APPROVED,
